SEXO;IDADE;TAMANHO DA FAMÍLIA;MORA COM A FAMÍLIA;NÍVEL ESCOLAR MÃE;NÍVEL ESCOLAR PAI;TRABALHO MÃE;TRABALHO PAI;TEMPO ESTUDO SEMANAL;REPROVAÇÕES;SUPORTE EDUCACIONAL ESCOLAR;SUPORTE EDUCACIONAL FAMILIAR;REALIZA ATIVIDADE EXTRA CURRICULAR;VISA EDUCAÇÃO SUPERIOR;POSSUI INTERNET EM CASA;TEM ALGUM RELACIONAMENTO AMOROSO;QUALIDADE RELACIONAMENTO FAMILIAR;TEMPO LIVRE;SAIR C/AMIGOS;CONSUMO ALCOOL DIA SEMANA;CONSUMO ALCOOL FIM SEMANA;CONDIÇÃO DE SAÚDE;FALTAS ;FALTAS CONCEITO;G1;G2;G3;MEDIA  NOTA;CONCEITO MEDIA NOTA;DESEMEPENHO RUIM
F;19;GT3;Sim;Médio;Médio;Outros;Outros;Alto;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Regular;4;BAIXO;12;12;12;12;B;NÃO
M;17;LE3;Sim;Superior;Superior;Servidor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Regular;Altíssimo;Alto;Altíssimo;Regular;15;ALTÍSSIMO;13;12;12;12,33333333;B;NÃO
F;16;GT3;Não;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Sim;Sim;Não;Sim;Sim;Não;Regular;Regular;Alto;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;13;13;13;13;B;NÃO
M;18;GT3;Sim;Fundamental;Fundamental;Servidor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Alto;Alto;Pouco;Alto;Excelente;10;ALTO;12;11;11;11,33333333;B;NÃO
F;17;LE3;Sim;Superior;Superior;Servidor;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Não;Excelente;Pouco;Pouquíssimo;Pouquíssimo;Pouco;Regular;6;MODERADA;12;11;11;11,33333333;B;NÃO
F;17;LE3;Sim;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Alto;Pouquíssimo;Regular;Péssima;2;BAIXO;14;16;15;15;A;NÃO
F;17;GT3;Sim;Superior;Médio;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Sim;Regular;Alto;Altíssimo;Pouco;Alto;Péssima;16;ALTÍSSIMO;11;9;10;10;B;NÃO
M;18;LE3;Sim;Médio;Médio;Servidor;Saúde;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Regular;Pouco;Alto;Pouco;Alto;Boa;10;ALTO;10;10;10;10;B;NÃO
F;17;GT3;Sim;Fundamental;Médio;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Não;Regular;Regular;Regular;Pouquíssimo;Alto;Regular;4;BAIXO;12;13;13;12,66666667;B;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Lar;Lar;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;12;12;13;12,33333333;B;NÃO
F;17;GT3;Sim;Fundamental;Primário;Lar;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Altíssimo;Pouquíssimo;Pouco;Excelente;0;BAIXO;11;10;11;10,66666667;B;NÃO
F;17;GT3;Sim;Primário;Primário;Lar;Outros;Médio;Não;Não;Sim;Sim;Sim;Não;Sim;Bom;Regular;Alto;Pouquíssimo;Pouquíssimo;Excelente;12;ALTO;12;12;12;12;B;NÃO
F;16;GT3;Sim;Fundamental;Médio;Servidor;Professor;Baixo;Não;Sim;Não;Não;Sim;Sim;Não;Ruim;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;13;13;14;13,33333333;B;NÃO
M;18;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Muitas;Não;Sim;Não;Sim;Sim;Não;Regular;Regular;Regular;Altíssimo;Altíssimo;Boa;9;ALTO;10;9;10;9,666666667;C;SIM
F;16;GT3;Sim;Superior;Superior;Professor;Servidor;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouquíssimo;Excelente;4;BAIXO;15;16;16;15,66666667;A;NÃO
F;18;GT3;Sim;Médio;Primário;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Excelente;Regular;Regular;Pouquíssimo;Pouquíssimo;Boa;4;BAIXO;8;8;8;8;C;SIM
F;17;GT3;Sim;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Regular;Regular;2;BAIXO;17;18;17;17,33333333;A;NÃO
M;17;LE3;Sim;Fundamental;Médio;Servidor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Regular;Regular;0;BAIXO;10;11;11;10,66666667;B;NÃO
M;18;LE3;Sim;Fundamental;Primário;Lar;Outros;Baixo;Não;Sim;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Pouco;Alto;Altíssimo;Regular;2;BAIXO;9;10;11;10;B;NÃO
F;17;GT3;Não;Fundamental;Primário;Outros;Outros;Médio;Não;Não;Não;Sim;Sim;Sim;Sim;Regular;Pouco;Regular;Pouquíssimo;Pouco;Regular;0;BAIXO;15;15;16;15,33333333;A;NÃO
F;17;LE3;Sim;Superior;Médio;Saúde;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Regular;Pouco;Regular;Pouquíssimo;Pouco;Regular;0;BAIXO;14;12;12;12,66666667;B;NÃO
M;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Altíssimo;Pouco;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;12;13;13;12,66666667;B;NÃO
M;17;GT3;Sim;Superior;Superior;Professor;Professor;Baixo;Não;Sim;Sim;Sim;Sim;Sim;Sim;Bom;Altíssimo;Altíssimo;Pouquíssimo;Regular;Ruim;0;BAIXO;13;13;13;13;B;NÃO
M;16;GT3;Sim;Superior;Superior;Saúde;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Alto;Pouco;Alto;Péssima;0;BAIXO;13;13;14;13,33333333;B;NÃO
M;16;LE3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Regular;Alto;Pouco;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;9;9;9;9;C;SIM
M;16;GT3;Sim;Médio;Fundamental;Lar;Outros;Médio;Não;Não;Não;Sim;Sim;Sim;Sim;Excelente;Regular;Regular;Pouquíssimo;Regular;Ruim;0;BAIXO;12;12;12;12;B;NÃO
M;17;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Alto;Pouco;Altíssimo;Altíssimo;Boa;0;BAIXO;16;16;16;16;A;NÃO
F;16;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Altíssimo;Pouco;Pouquíssimo;Pouquíssimo;Excelente;4;BAIXO;9;10;10;9,666666667;C;SIM
F;16;GT3;Não;Superior;Primário;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Excelente;Regular;Regular;Pouquíssimo;Pouco;Excelente;0;BAIXO;14;13;13;13,33333333;B;NÃO
F;18;LE3;Não;Fundamental;Superior;Servidor;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;18;ALTÍSSIMO;10;10;10;10;B;NÃO
F;18;LE3;Sim;Fundamental;Fundamental;Lar;Servidor;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Excelente;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;16;ALTÍSSIMO;9;8;10;9;C;SIM
F;18;GT3;Sim;Médio;Médio;Outros;Outros;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Não;Bom;Pouquíssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;14;ALTÍSSIMO;8;7;7;7,333333333;C;SIM
M;18;GT3;Sim;Fundamental;Fundamental;Outros;Lar;Baixíssimo;Poucas;Não;Sim;Sim;Não;Sim;Sim;Bom;Alto;Regular;Pouco;Pouco;Péssima;26;ALTÍSSIMO;7;8;8;7,666666667;C;SIM
M;17;GT3;Sim;Superior;Superior;Professor;Professor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Pouquíssimo;Pouquíssimo;Pouco;Excelente;6;MODERADA;10;8;9;9;C;SIM
F;17;GT3;Sim;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Não;Não;Excelente;Alto;Pouco;Pouquíssimo;Pouquíssimo;Regular;4;BAIXO;14;14;15;14,33333333;B;NÃO
F;17;LE3;Sim;Primário;Primário;Lar;Lar;Médio;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Pouco;Pouquíssimo;Pouco;Boa;10;ALTO;11;10;10;10,33333333;B;NÃO
F;16;GT3;Sim;Primário;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Não;Sim;Não;Excelente;Regular;Altíssimo;Pouquíssimo;Pouco;Excelente;4;BAIXO;12;11;11;11,33333333;B;NÃO
F;17;GT3;Sim;Fundamental;Primário;Lar;Servidor;Baixo;Não;Não;Não;Sim;Sim;Não;Não;Ruim;Pouquíssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;13;13;13;13;B;NÃO
F;17;LE3;Não;Primário;Superior;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Não;Excelente;Altíssimo;Alto;Pouquíssimo;Pouquíssimo;Excelente;14;ALTÍSSIMO;9;9;8;8,666666667;C;SIM
M;18;GT3;Sim;Fundamental;Fundamental;Outros;Servidor;Baixo;Não;Não;Não;Não;Não;Sim;Não;Excelente;Altíssimo;Alto;Regular;Altíssimo;Ruim;16;ALTÍSSIMO;8;7;8;7,666666667;C;SIM
F;17;LE3;Não;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Não;Não;Sim;Não;Regular;Pouquíssimo;Pouco;Pouquíssimo;Pouquíssimo;Péssima;8;MODERADA;11;9;10;10;B;NÃO
F;17;LE3;Sim;Primário;Primário;Lar;Outros;Médio;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Regular;Excelente;4;BAIXO;15;14;15;14,66666667;B;NÃO
F;17;LE3;Não;Superior;Fundamental;Professor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Não;Não;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Boa;4;BAIXO;15;14;14;14,33333333;B;NÃO
M;17;LE3;Sim;Superior;Médio;Saúde;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Ruim;Altíssimo;Altíssimo;Pouquíssimo;Alto;Excelente;8;MODERADA;15;15;15;15;A;NÃO
M;17;LE3;Não;Superior;Superior;Professor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Regular;Regular;Regular;Pouco;Regular;Boa;0;BAIXO;12;12;12;12;B;NÃO
M;16;LE3;Sim;Superior;Médio;Professor;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Alto;Altíssimo;Pouquíssimo;Pouquíssimo;Regular;7;MODERADA;14;14;15;14,33333333;B;NÃO
M;16;GT3;Sim;Superior;Superior;Servidor;Servidor;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouco;Excelente;4;BAIXO;14;15;15;14,66666667;B;NÃO
F;17;GT3;Sim;Superior;Superior;Professor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Regular;Pouquíssimo;Pouquíssimo;Alto;Excelente;2;BAIXO;11;11;12;11,33333333;B;NÃO
M;17;GT3;Sim;Primário;Primário;Outros;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Péssima;2;BAIXO;13;14;15;14;B;NÃO
F;17;GT3;Sim;Médio;Médio;Servidor;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Pouco;Pouco;Pouco;Regular;Excelente;10;ALTO;11;11;11;11;B;NÃO
F;17;GT3;Sim;Primário;Primário;Lar;Outros;Baixo;Não;Sim;Não;Não;Sim;Não;Sim;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Boa;10;ALTO;10;9;10;9,666666667;C;SIM
F;18;GT3;Sim;Fundamental;Primário;Outros;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Alto;Alto;Pouquíssimo;Pouquíssimo;Regular;10;ALTO;12;10;11;11;B;NÃO
M;16;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Boa;7;MODERADA;15;16;16;15,66666667;A;NÃO
F;17;GT3;Sim;Primário;Primário;Outros;Servidor;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Bom;Regular;Alto;Pouquíssimo;Pouco;Excelente;4;BAIXO;11;10;11;10,66666667;B;NÃO
M;17;GT3;Sim;Fundamental;Médio;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Ruim;2;BAIXO;9;12;13;11,33333333;B;NÃO
M;22;GT3;Sim;Médio;Primário;Servidor;Servidor;Baixíssimo;Muitas;Não;Não;Não;Não;Sim;Sim;Excelente;Alto;Altíssimo;Altíssimo;Altíssimo;Péssima;12;ALTO;7;8;5;6,666666667;C;SIM
M;18;LE3;Sim;Médio;Médio;Outros;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Regular;Excelente;8;MODERADA;10;9;10;9,666666667;C;SIM
M;16;GT3;Sim;Inexistente;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Regular;Pouco;Pouco;Alto;Excelente;0;BAIXO;11;12;11;11,33333333;B;NÃO
M;18;GT3;Sim;Médio;Fundamental;Servidor;Outros;Baixíssimo;Não;Não;Não;Não;Não;Sim;Não;Bom;Alto;Altíssimo;Pouco;Alto;Excelente;8;MODERADA;7;8;7;7,333333333;C;SIM
M;16;GT3;Sim;Médio;Médio;Lar;Outros;Baixo;Poucas;Sim;Sim;Não;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Regular;Ruim;4;BAIXO;9;11;10;10;B;NÃO
M;18;GT3;Sim;Fundamental;Primário;Servidor;Servidor;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Não;Regular;Pouco;Altíssimo;Pouco;Altíssimo;Excelente;4;BAIXO;7;8;6;7;C;SIM
M;16;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Não;Não;Regular;Regular;Pouco;Pouquíssimo;Regular;Regular;2;BAIXO;14;13;12;13;B;NÃO
M;17;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Pouco;Pouco;Alto;Excelente;0;BAIXO;12;12;13;12,33333333;B;NÃO
M;17;LE3;Sim;Primário;Primário;Saúde;Outros;Baixíssimo;Poucas;Não;Sim;Sim;Sim;Sim;Não;Bom;Alto;Alto;Pouquíssimo;Pouco;Excelente;0;BAIXO;9;10;10;9,666666667;C;SIM
F;18;LE3;Não;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Alto;Pouquíssimo;Regular;Excelente;2;BAIXO;12;12;13;12,33333333;B;NÃO
F;17;LE3;Sim;Superior;Fundamental;Professor;Servidor;Alto;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Regular;Pouquíssimo;Pouquíssimo;Boa;2;BAIXO;14;15;17;15,33333333;A;NÃO
F;19;GT3;Sim;Fundamental;Fundamental;Servidor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;10;10;11;10,33333333;B;NÃO
M;18;LE3;Sim;Fundamental;Primário;Servidor;Outros;Baixo;Poucas;Não;Não;Sim;Não;Sim;Não;Bom;Alto;Altíssimo;Alto;Alto;Excelente;4;BAIXO;11;10;11;10,66666667;B;NÃO
F;17;GT3;Sim;Superior;Fundamental;Outros;Outros;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Alto;Pouquíssimo;Regular;Excelente;2;BAIXO;11;12;14;12,33333333;B;NÃO
F;18;LE3;Sim;Primário;Primário;Outros;Lar;Médio;Não;Não;Sim;Não;Sim;Não;Não;Bom;Alto;Regular;Pouco;Regular;Regular;4;BAIXO;11;12;14;12,33333333;B;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Sim;Não;Não;Sim;Não;Não;Regular;Pouco;Regular;Pouquíssimo;Pouquíssimo;Excelente;4;BAIXO;11;11;13;11,66666667;B;NÃO
M;19;LE3;Não;Superior;Médio;Servidor;Lar;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;11;13;14;12,66666667;B;NÃO
M;18;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Pouco;Alto;Pouquíssimo;Pouco;Boa;2;BAIXO;16;16;16;16;A;NÃO
M;17;GT3;Sim;Fundamental;Fundamental;Outros;Servidor;Baixíssimo;Não;Não;Não;Não;Não;Não;Não;Excelente;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;9;10;10;9,666666667;C;SIM
F;17;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Alto;Não;Não;Não;Sim;Sim;Sim;Sim;Regular;Alto;Pouquíssimo;Pouquíssimo;Pouquíssimo;Ruim;2;BAIXO;10;11;12;11;B;NÃO
F;20;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Sim;Sim;Não;Sim;Sim;Péssimo;Pouco;Regular;Pouquíssimo;Pouco;Ruim;8;MODERADA;10;12;12;11,33333333;B;NÃO
F;18;GT3;Sim;Superior;Médio;Servidor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Regular;Pouquíssimo;Pouco;Pouquíssimo;Regular;Ruim;2;BAIXO;15;15;15;15;A;NÃO
M;18;GT3;Sim;Superior;Médio;Professor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;10;10;11;10,33333333;B;NÃO
M;18;GT3;Sim;Médio;Fundamental;Outros;Outros;Médio;Não;Não;Não;Sim;Sim;Não;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;10;11;12;11;B;NÃO
F;17;GT3;Sim;Médio;Médio;Outros;Outros;Médio;Não;Não;Não;Sim;Sim;Não;Não;Regular;Pouco;Regular;Pouquíssimo;Pouquíssimo;Boa;2;BAIXO;15;12;13;13,33333333;B;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Lar;Servidor;Médio;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;11;12;13;12;B;NÃO
M;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Não;Sim;Não;Bom;Alto;Alto;Pouco;Regular;Boa;8;MODERADA;8;8;9;8,333333333;C;SIM
M;18;LE3;Não;Médio;Superior;Outros;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Altíssimo;Regular;Alto;Péssima;6;MODERADA;15;16;16;15,66666667;A;NÃO
M;17;GT3;Sim;Médio;Primário;Servidor;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Excelente;Alto;Alto;Regular;Alto;Excelente;0;BAIXO;11;11;14;12;B;NÃO
F;18;GT3;Sim;Superior;Superior;Professor;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Alto;Pouco;Pouco;Boa;8;MODERADA;10;11;12;11;B;NÃO
M;18;GT3;Sim;Superior;Fundamental;Saúde;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Sim;Excelente;Alto;Altíssimo;Pouquíssimo;Regular;Excelente;4;BAIXO;10;12;14;12;B;NÃO
F;18;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Sim;Não;Não;Sim;Sim;Bom;Regular;Altíssimo;Pouquíssimo;Pouco;Regular;12;ALTO;8;9;10;9;C;SIM
F;19;GT3;Sim;Médio;Médio;Outros;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Altíssimo;Regular;Regular;Excelente;16;ALTÍSSIMO;11;12;12;11,66666667;B;NÃO
F;18;GT3;Sim;Fundamental;Médio;Outros;Servidor;Alto;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Altíssimo;Altíssimo;Pouquíssimo;Regular;Ruim;10;ALTO;16;16;16;16;A;NÃO
F;18;LE3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;13;13;13;13;B;NÃO
M;17;GT3;Sim;Primário;Fundamental;Lar;Lar;Baixo;Não;Não;Sim;Sim;Sim;Não;Sim;Regular;Altíssimo;Pouco;Pouco;Pouco;Péssima;2;BAIXO;16;17;18;17;A;NÃO
F;18;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Pouco;Altíssimo;Pouquíssimo;Pouco;Péssima;8;MODERADA;14;14;15;14,33333333;B;NÃO
F;17;GT3;Sim;Fundamental;Superior;Lar;Saúde;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Péssima;6;MODERADA;15;16;16;15,66666667;A;NÃO
F;17;LE3;Sim;Fundamental;Fundamental;Servidor;Outros;Baixo;Não;Sim;Sim;Não;Sim;Sim;Sim;Bom;Alto;Alto;Pouco;Regular;Excelente;6;MODERADA;12;12;12;12;B;NÃO
F;18;GT3;Não;Médio;Fundamental;Outros;Servidor;Baixo;Não;Não;Não;Não;Não;Sim;Sim;Bom;Pouquíssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;15;ALTÍSSIMO;12;9;10;10,33333333;B;NÃO
M;18;GT3;Sim;Superior;Superior;Professor;Servidor;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Regular;Pouco;Alto;Pouquíssimo;Alto;Regular;6;MODERADA;11;12;12;11,66666667;B;NÃO
F;18;GT3;Sim;Superior;Superior;Saúde;Saúde;Baixo;Poucas;Sim;Sim;Sim;Sim;Sim;Sim;Ruim;Alto;Alto;Pouquíssimo;Pouquíssimo;Boa;2;BAIXO;14;12;13;13;B;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Servidor;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Pouco;Regular;Pouquíssimo;Pouquíssimo;Péssima;8;MODERADA;13;15;15;14,33333333;B;NÃO
F;19;GT3;Sim;Médio;Fundamental;Servidor;Servidor;Baixo;Poucas;Sim;Sim;Não;Não;Sim;Não;Regular;Regular;Regular;Alto;Regular;Regular;0;BAIXO;9;8;10;9;C;SIM
M;18;LE3;Sim;Superior;Médio;Professor;Servidor;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Pouco;Regular;Pouquíssimo;Pouco;Péssima;0;BAIXO;10;10;10;10;B;NÃO
M;18;GT3;Sim;Primário;Fundamental;Lar;Outros;Baixíssimo;Não;Não;Não;Não;Não;Sim;Não;Regular;Alto;Alto;Pouco;Alto;Boa;10;ALTO;10;10;11;10,33333333;B;NÃO
M;17;LE3;Não;Superior;Primário;Servidor;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Altíssimo;Alto;Pouco;Alto;Excelente;22;ALTÍSSIMO;11;11;10;10,66666667;B;NÃO
M;17;LE3;Não;Médio;Fundamental;Professor;Servidor;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Alto;Regular;Alto;Regular;18;ALTÍSSIMO;13;13;13;13;B;NÃO
F;18;LE3;Sim;Primário;Primário;Lar;Outros;Alto;Não;Não;Sim;Sim;Sim;Não;Não;Excelente;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;17;17;18;17,33333333;A;NÃO
F;18;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Sim;Não;Sim;Sim;Sim;Não;Excelente;Alto;Alto;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;12;13;13;12,66666667;B;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Alto;Altíssimo;Pouquíssimo;Pouco;Excelente;12;ALTO;12;12;14;12,66666667;B;NÃO
F;18;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;10;ALTO;12;13;14;13;B;NÃO
M;17;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Boa;0;BAIXO;12;12;12;12;B;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Lar;Lar;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Ruim;0;BAIXO;18;18;18;18;A;NÃO
F;17;GT3;Sim;Primário;Primário;Servidor;Professor;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;13;13;14;13,33333333;B;NÃO
M;18;GT3;Sim;Fundamental;Primário;Servidor;Servidor;Médio;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Pouco;Alto;Pouquíssimo;Regular;Ruim;0;BAIXO;14;15;15;14,66666667;B;NÃO
M;18;LE3;Não;Superior;Superior;Professor;Professor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Alto;Regular;Pouquíssimo;Pouquíssimo;Ruim;0;BAIXO;17;17;17;17;A;NÃO
M;18;GT3;Sim;Superior;Fundamental;Professor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Pouco;Pouquíssimo;Alto;Excelente;2;BAIXO;15;16;16;15,66666667;A;NÃO
F;17;GT3;Sim;Superior;Médio;Saúde;Servidor;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Pouco;Pouco;Pouquíssimo;Pouco;Regular;0;BAIXO;17;18;18;17,66666667;A;NÃO
