@RELATION BASE

@ATTRIBUTE sexo {F,M}
@ATTRIBUTE tamanhodafamilia {GT3,LE3}
@ATTRIBUTE moracomafamilia {Nao,Sim}
@ATTRIBUTE nivelescolarmae {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE nivelescolarpai {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE trabalhomae {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE trabalhopai {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE tempoestudosemanal {Alto,Baixo,Baixissimo,Medio}
@ATTRIBUTE reprovacoes {Muitas,Nao,Poucas}
@ATTRIBUTE suporteeducacionalescolar {Nao,Sim}
@ATTRIBUTE suporteeducacionalfamiliar {Nao,Sim}
@ATTRIBUTE realizaatividadeextracurricular {Nao,Sim}
@ATTRIBUTE visaeducacaosuperior {Nao,Sim}
@ATTRIBUTE possuiinternetemcasa {Nao,Sim}
@ATTRIBUTE temalgumrelacionamentoamoroso {Nao,Sim}
@ATTRIBUTE qualidaderelacionamentofamiliar {Bom,Excelente,Pessimo,Regular,Ruim}
@ATTRIBUTE tempolivre {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE saircamigos {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcooldiasemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcoolfimsemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE condicaodesaUde {Boa,Excelente,Pessima,Regular,Ruim}
@ATTRIBUTE faltasconceito {ALTO,ALTiSSIMO,BAIXO,MODERADA}
@ATTRIBUTE desemepenhoruim {Nao,SIM}

@DATA
M,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Altissimo,Pouco,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
M,GT3,Sim,Superior,Superior,Professor,Professor,Baixo,Nao,Sim,Sim,Sim,Sim,Sim,Sim,Bom,Altissimo,Altissimo,Pouquissimo,Regular,Ruim,BAIXO,Nao
M,GT3,Sim,Superior,Superior,SaUde,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Alto,Pouco,Alto,Pessima,BAIXO,Nao
M,LE3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Regular,Alto,Pouco,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
M,GT3,Sim,Medio,Fundamental,Lar,Outros,Medio,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Excelente,Regular,Regular,Pouquissimo,Regular,Ruim,BAIXO,Nao
M,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Alto,Pouco,Altissimo,Altissimo,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Altissimo,Pouco,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,GT3,Nao,Superior,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Excelente,Regular,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,LE3,Nao,Fundamental,Superior,Servidor,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,ALTiSSIMO,Nao
F,LE3,Sim,Fundamental,Fundamental,Lar,Servidor,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,ALTiSSIMO,SIM
F,GT3,Sim,Medio,Medio,Outros,Outros,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Nao,Bom,Pouquissimo,Pouquissimo,Pouquissimo,Pouquissimo,Regular,ALTiSSIMO,SIM
M,GT3,Sim,Fundamental,Fundamental,Outros,Lar,Baixissimo,Poucas,Nao,Sim,Sim,Nao,Sim,Sim,Bom,Alto,Regular,Pouco,Pouco,Pessima,ALTiSSIMO,SIM
M,GT3,Sim,Superior,Superior,Professor,Professor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Pouquissimo,Pouquissimo,Pouco,Excelente,MODERADA,SIM
F,GT3,Sim,Medio,Fundamental,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Excelente,Alto,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Lar,Lar,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Regular,Pouco,Pouquissimo,Pouco,Boa,ALTO,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Nao,Sim,Nao,Excelente,Regular,Altissimo,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Lar,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Ruim,Pouquissimo,Pouquissimo,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,LE3,Nao,Primario,Superior,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Altissimo,Alto,Pouquissimo,Pouquissimo,Excelente,ALTiSSIMO,SIM
M,GT3,Sim,Fundamental,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Nao,Nao,Nao,Sim,Nao,Excelente,Altissimo,Alto,Regular,Altissimo,Ruim,ALTiSSIMO,SIM
F,LE3,Nao,Fundamental,Fundamental,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Nao,Sim,Nao,Regular,Pouquissimo,Pouco,Pouquissimo,Pouquissimo,Pessima,MODERADA,Nao
F,LE3,Sim,Primario,Primario,Lar,Outros,Medio,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Regular,Excelente,BAIXO,Nao
F,LE3,Nao,Superior,Fundamental,Professor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
M,LE3,Sim,Superior,Medio,SaUde,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Ruim,Altissimo,Altissimo,Pouquissimo,Alto,Excelente,MODERADA,Nao
M,LE3,Nao,Superior,Superior,Professor,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Regular,Regular,Regular,Pouco,Regular,Boa,BAIXO,Nao
M,LE3,Sim,Superior,Medio,Professor,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Alto,Altissimo,Pouquissimo,Pouquissimo,Regular,MODERADA,Nao
M,GT3,Sim,Superior,Superior,Servidor,Servidor,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Regular,Pouco,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Regular,Pouquissimo,Pouquissimo,Alto,Excelente,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Outros,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Servidor,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Pouco,Pouco,Pouco,Regular,Excelente,ALTO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixo,Nao,Sim,Nao,Nao,Sim,Nao,Sim,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Boa,ALTO,SIM
F,GT3,Sim,Fundamental,Primario,Outros,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Alto,Alto,Pouquissimo,Pouquissimo,Regular,ALTO,Nao
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Boa,MODERADA,Nao
F,GT3,Sim,Primario,Primario,Outros,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Regular,Alto,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,GT3,Sim,Fundamental,Medio,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Pouco,Pouco,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
M,GT3,Sim,Medio,Primario,Servidor,Servidor,Baixissimo,Muitas,Nao,Nao,Nao,Nao,Sim,Sim,Excelente,Alto,Altissimo,Altissimo,Altissimo,Pessima,ALTO,SIM
M,LE3,Sim,Medio,Medio,Outros,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Regular,Excelente,MODERADA,SIM
M,GT3,Sim,Inexistente,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Regular,Pouco,Pouco,Alto,Excelente,BAIXO,Nao
M,GT3,Sim,Medio,Fundamental,Servidor,Outros,Baixissimo,Nao,Nao,Nao,Nao,Nao,Sim,Nao,Bom,Alto,Altissimo,Pouco,Alto,Excelente,MODERADA,SIM
M,GT3,Sim,Medio,Medio,Lar,Outros,Baixo,Poucas,Sim,Sim,Nao,Sim,Sim,Nao,Excelente,Regular,Regular,Pouquissimo,Regular,Ruim,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,Servidor,Servidor,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Nao,Regular,Pouco,Altissimo,Pouco,Altissimo,Excelente,BAIXO,SIM
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Regular,Regular,Pouco,Pouquissimo,Regular,Regular,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Pouco,Pouco,Alto,Excelente,BAIXO,Nao
M,LE3,Sim,Primario,Primario,SaUde,Outros,Baixissimo,Poucas,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Alto,Alto,Pouquissimo,Pouco,Excelente,BAIXO,SIM
F,LE3,Nao,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Alto,Pouquissimo,Regular,Excelente,BAIXO,Nao
F,LE3,Sim,Superior,Fundamental,Professor,Servidor,Alto,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Regular,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Servidor,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,LE3,Sim,Fundamental,Primario,Servidor,Outros,Baixo,Poucas,Nao,Nao,Sim,Nao,Sim,Nao,Bom,Alto,Altissimo,Alto,Alto,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Fundamental,Outros,Outros,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Alto,Pouquissimo,Regular,Excelente,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Outros,Lar,Medio,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Alto,Regular,Pouco,Regular,Regular,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Sim,Nao,Nao,Sim,Nao,Nao,Regular,Pouco,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,LE3,Nao,Superior,Medio,Servidor,Lar,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Pouco,Alto,Pouquissimo,Pouco,Boa,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Excelente,Pouco,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,SIM
F,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Alto,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Regular,Alto,Pouquissimo,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Nao,Sim,Sim,Pessimo,Pouco,Regular,Pouquissimo,Pouco,Ruim,MODERADA,Nao
F,GT3,Sim,Superior,Medio,Servidor,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Regular,Pouquissimo,Pouco,Pouquissimo,Regular,Ruim,BAIXO,Nao
M,GT3,Sim,Superior,Medio,Professor,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,GT3,Sim,Medio,Fundamental,Outros,Outros,Medio,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Excelente,Regular,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Outros,Outros,Medio,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Regular,Pouco,Regular,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Lar,Servidor,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Nao,Sim,Nao,Bom,Alto,Alto,Pouco,Regular,Boa,MODERADA,SIM
M,LE3,Nao,Medio,Superior,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Altissimo,Regular,Alto,Pessima,MODERADA,Nao
M,GT3,Sim,Medio,Primario,Servidor,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Regular,Alto,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Alto,Pouco,Pouco,Boa,MODERADA,Nao
M,GT3,Sim,Superior,Fundamental,SaUde,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Altissimo,Pouquissimo,Regular,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Nao,Sim,Sim,Bom,Regular,Altissimo,Pouquissimo,Pouco,Regular,ALTO,SIM
F,GT3,Sim,Medio,Medio,Outros,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Altissimo,Regular,Regular,Excelente,ALTiSSIMO,Nao
F,GT3,Sim,Fundamental,Medio,Outros,Servidor,Alto,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Altissimo,Altissimo,Pouquissimo,Regular,Ruim,ALTO,Nao
F,LE3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,GT3,Sim,Primario,Fundamental,Lar,Lar,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Sim,Regular,Altissimo,Pouco,Pouco,Pouco,Pessima,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Pouco,Altissimo,Pouquissimo,Pouco,Pessima,MODERADA,Nao
F,GT3,Sim,Fundamental,Superior,Lar,SaUde,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Pessima,MODERADA,Nao
F,LE3,Sim,Fundamental,Fundamental,Servidor,Outros,Baixo,Nao,Sim,Sim,Nao,Sim,Sim,Sim,Bom,Alto,Alto,Pouco,Regular,Excelente,MODERADA,Nao
F,GT3,Nao,Medio,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Nao,Nao,Nao,Sim,Sim,Bom,Pouquissimo,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,ALTiSSIMO,Nao
M,GT3,Sim,Superior,Superior,Professor,Servidor,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Regular,Pouco,Alto,Pouquissimo,Alto,Regular,MODERADA,Nao
F,GT3,Sim,Superior,Superior,SaUde,SaUde,Baixo,Poucas,Sim,Sim,Sim,Sim,Sim,Sim,Ruim,Alto,Alto,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Servidor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Pouco,Regular,Pouquissimo,Pouquissimo,Pessima,MODERADA,Nao
F,GT3,Sim,Medio,Fundamental,Servidor,Servidor,Baixo,Poucas,Sim,Sim,Nao,Nao,Sim,Nao,Regular,Regular,Regular,Alto,Regular,Regular,BAIXO,SIM
M,LE3,Sim,Superior,Medio,Professor,Servidor,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Pouco,Regular,Pouquissimo,Pouco,Pessima,BAIXO,Nao
M,GT3,Sim,Primario,Fundamental,Lar,Outros,Baixissimo,Nao,Nao,Nao,Nao,Nao,Sim,Nao,Regular,Alto,Alto,Pouco,Alto,Boa,ALTO,Nao
M,LE3,Nao,Superior,Primario,Servidor,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Altissimo,Alto,Pouco,Alto,Excelente,ALTiSSIMO,Nao
M,LE3,Nao,Medio,Fundamental,Professor,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Alto,Regular,Alto,Regular,ALTiSSIMO,Nao
F,LE3,Sim,Primario,Primario,Lar,Outros,Alto,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Excelente,Pouco,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Sim,Nao,Sim,Sim,Sim,Nao,Excelente,Alto,Alto,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Alto,Altissimo,Pouquissimo,Pouco,Excelente,ALTO,Nao
F,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,ALTO,Nao
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Lar,Lar,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Ruim,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Servidor,Professor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,Servidor,Servidor,Medio,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Pouco,Alto,Pouquissimo,Regular,Ruim,BAIXO,Nao
M,LE3,Nao,Superior,Superior,Professor,Professor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Alto,Regular,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
M,GT3,Sim,Superior,Fundamental,Professor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Regular,Pouco,Pouquissimo,Alto,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Medio,SaUde,Servidor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Pouco,Pouco,Pouquissimo,Pouco,Regular,BAIXO,Nao
F,LE3,Sim,Medio,Primario,Servidor,Outros,Alto,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Regular,Pouquissimo,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,LE3,Sim,Medio,Fundamental,Servidor,Outros,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Alto,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
M,GT3,Sim,Medio,Medio,SaUde,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Regular,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Superior,SaUde,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Ruim,Regular,Alto,Pouco,Regular,Ruim,BAIXO,Nao
F,LE3,Sim,Superior,Medio,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Alto,Altissimo,Pouquissimo,Pouco,Ruim,BAIXO,Nao
F,GT3,Sim,Superior,Medio,Outros,Outros,Alto,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,LE3,Sim,Superior,Superior,Professor,Professor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Pessimo,Alto,Pouco,Pouco,Pouco,Pessima,BAIXO,Nao
F,LE3,Nao,Superior,Superior,SaUde,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Pouco,Alto,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
M,LE3,Sim,Superior,Superior,Outros,Professor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Pouquissimo,Pouco,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Servidor,Servidor,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,GT3,Sim,Superior,Fundamental,Outros,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,GT3,Sim,Medio,Fundamental,SaUde,SaUde,Alto,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Pouco,Pouco,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,LE3,Sim,Fundamental,Primario,Lar,Servidor,Medio,Poucas,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,GT3,Nao,Medio,Fundamental,Servidor,Outros,Baixissimo,Poucas,Nao,Nao,Sim,Sim,Nao,Nao,Excelente,Altissimo,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,GT3,Sim,Medio,Medio,Outros,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Nao,Sim,Bom,Altissimo,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Primario,Superior,Outros,Professor,Baixo,Nao,Sim,Sim,Nao,Sim,Nao,Sim,Regular,Alto,Alto,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Servidor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Regular,Pouquissimo,Pouco,Pessima,BAIXO,Nao
F,GT3,Sim,Fundamental,Medio,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Professor,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Alto,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Medio,Outros,Outros,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Regular,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,LE3,Sim,Superior,Medio,SaUde,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Regular,Pouco,Alto,Pouquissimo,Alto,Pessima,MODERADA,Nao
F,GT3,Sim,Medio,Superior,Lar,Servidor,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Alto,Pouco,Altissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Alto,Pouquissimo,Pouquissimo,Regular,MODERADA,Nao
M,GT3,Sim,Superior,Fundamental,SaUde,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Pouquissimo,Pouquissimo,Pessima,ALTO,Nao
F,GT3,Sim,Superior,Superior,Professor,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Alto,Regular,Regular,Excelente,BAIXO,Nao
F,GT3,Sim,Medio,Superior,Outros,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Superior,Superior,SaUde,SaUde,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Nao,Superior,Medio,Servidor,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Pouco,Pouco,Pouquissimo,Pouco,Excelente,ALTiSSIMO,Nao
F,LE3,Nao,Medio,Medio,Servidor,Outros,Baixo,Nao,Sim,Sim,Nao,Sim,Sim,Nao,Excelente,Regular,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,LE3,Sim,Fundamental,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Pouco,Regular,Pouco,Pouco,Ruim,BAIXO,Nao
M,LE3,Sim,Superior,Superior,Outros,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Pouco,Altissimo,Regular,Alto,Excelente,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Outros,Outros,Medio,Nao,Nao,Nao,Sim,Nao,Nao,Sim,Pessimo,Altissimo,Altissimo,Alto,Regular,Excelente,ALTO,Nao
F,LE3,Nao,Primario,Primario,Outros,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Regular,Alto,Pouquissimo,Pouquissimo,Boa,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Regular,Altissimo,Pouco,Alto,Excelente,BAIXO,Nao
